"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","subscription"
"53",32,5,2,3,0,0,1,0,3,5,9,179,1,-1,0,4,"no",1
"54",42,1,3,2,0,-76,1,0,3,5,9,787,1,-1,0,4,"no",1
"55",24,10,3,2,0,-103,1,1,3,5,9,145,1,-1,0,4,"no",1
"56",38,3,3,3,0,243,0,1,3,5,9,174,1,-1,0,4,"no",1
"57",38,5,3,3,0,424,1,0,3,5,9,104,1,-1,0,4,"no",1
"58",47,2,2,4,0,306,1,0,3,5,9,13,1,-1,0,4,"no",1
"59",40,2,3,4,0,24,1,0,3,5,9,185,1,-1,0,4,"no",1
"60",46,8,2,1,0,179,1,0,3,5,9,1778,1,-1,0,4,"no",1
"61",32,1,2,3,0,0,1,0,3,5,9,138,1,-1,0,4,"no",1
"62",53,10,1,2,0,989,1,0,3,5,9,812,1,-1,0,4,"no",1
"63",57,2,2,1,0,249,1,0,3,5,9,164,1,-1,0,4,"no",1
"64",33,8,2,2,0,790,1,0,3,5,9,391,1,-1,0,4,"no",1
"65",49,2,2,4,0,154,1,0,3,5,9,357,1,-1,0,4,"no",1
"66",51,5,2,3,0,6530,1,0,3,5,9,91,1,-1,0,4,"no",1
"67",60,6,2,3,0,100,0,0,3,5,9,528,1,-1,0,4,"no",1
"68",59,5,1,3,0,59,1,0,3,5,9,273,1,-1,0,4,"no",1
"69",55,10,2,2,0,1205,1,0,3,5,9,158,2,-1,0,4,"no",1
"70",35,2,3,2,0,12223,1,1,3,5,9,177,1,-1,0,4,"no",1
"71",57,2,2,2,0,5935,1,1,3,5,9,258,1,-1,0,4,"no",1
"72",31,8,2,2,0,25,1,1,3,5,9,172,1,-1,0,4,"no",1
"73",54,5,2,2,0,282,1,1,3,5,9,154,1,-1,0,4,"no",1
"74",55,2,2,1,0,23,1,0,3,5,9,291,1,-1,0,4,"no",1
"75",43,10,2,2,0,1937,1,0,3,5,9,181,1,-1,0,4,"no",1
"76",53,10,2,2,0,384,1,0,3,5,9,176,1,-1,0,4,"no",1
"77",44,2,2,2,0,582,0,1,3,5,9,211,1,-1,0,4,"no",1
"78",55,8,1,2,0,91,0,0,3,5,9,349,1,-1,0,4,"no",1
"79",49,8,1,2,0,0,1,1,3,5,9,272,1,-1,0,4,"no",1
"80",55,8,1,2,1,1,1,0,3,5,9,208,1,-1,0,4,"no",1
"81",45,1,3,2,0,206,1,0,3,5,9,193,1,-1,0,4,"no",1
"82",47,8,1,2,0,164,0,0,3,5,9,212,1,-1,0,4,"no",1
"83",42,10,3,2,0,690,1,0,3,5,9,20,1,-1,0,4,"no",1
"84",59,1,2,2,0,2343,1,0,3,5,9,1042,1,-1,0,4,"yes",2
"85",46,7,2,3,0,137,1,1,3,5,9,246,1,-1,0,4,"no",1
"86",51,2,2,1,0,173,1,0,3,5,9,529,2,-1,0,4,"no",1
"87",56,1,2,2,0,45,0,0,3,5,9,1467,1,-1,0,4,"yes",2
"88",41,10,2,2,0,1270,1,0,3,5,9,1389,1,-1,0,4,"yes",2
"89",46,5,1,2,0,16,1,1,3,5,9,188,2,-1,0,4,"no",1
"90",57,6,2,2,0,486,1,0,3,5,9,180,2,-1,0,4,"no",1
"91",42,5,3,2,0,50,0,0,3,5,9,48,1,-1,0,4,"no",1
"92",30,10,2,2,0,152,1,1,3,5,9,213,2,-1,0,4,"no",1
"93",60,1,2,2,0,290,1,0,3,5,9,583,1,-1,0,4,"no",1
"94",60,2,2,4,0,54,1,0,3,5,9,221,1,-1,0,4,"no",1
"95",57,3,1,2,0,-37,0,0,3,5,9,173,1,-1,0,4,"no",1
"96",36,5,2,3,0,101,1,1,3,5,9,426,1,-1,0,4,"no",1
"97",55,2,2,2,0,383,0,0,3,5,9,287,1,-1,0,4,"no",1
"98",60,6,2,3,0,81,1,0,3,5,9,101,1,-1,0,4,"no",1
"99",39,10,2,2,0,0,1,0,3,5,9,203,1,-1,0,4,"no",1
"100",46,5,2,3,0,229,1,0,3,5,9,197,1,-1,0,4,"no",1
"101",44,2,2,2,0,-674,1,0,3,5,9,257,1,-1,0,4,"no",1
"102",53,2,2,1,0,90,0,0,3,5,9,124,1,-1,0,4,"no",1
"103",52,2,2,1,0,128,1,0,3,5,9,229,1,-1,0,4,"no",1
"104",59,2,2,1,0,179,1,0,3,5,9,55,3,-1,0,4,"no",1
"105",27,10,3,3,0,0,1,0,3,5,9,400,1,-1,0,4,"no",1
"106",44,2,2,2,0,54,1,0,3,5,9,197,1,-1,0,4,"no",1
"107",47,10,2,3,0,151,1,0,3,5,9,190,1,-1,0,4,"no",1
"108",34,1,2,2,0,61,0,1,3,5,9,21,1,-1,0,4,"no",1
"109",59,6,3,2,0,30,1,0,3,5,9,514,1,-1,0,4,"no",1
"110",45,5,2,3,0,523,1,0,3,5,9,849,2,-1,0,4,"no",1
"111",29,8,1,2,0,31,1,0,3,5,9,194,1,-1,0,4,"no",1
"112",46,10,1,2,0,79,0,0,3,5,9,144,1,-1,0,4,"no",1
"113",56,7,2,1,0,-34,1,1,3,5,9,212,2,-1,0,4,"no",1
"114",36,2,2,1,0,448,1,0,3,5,9,286,1,-1,0,4,"no",1
"115",59,6,1,1,0,81,1,0,3,5,9,107,1,-1,0,4,"no",1
"116",44,2,2,2,0,144,1,0,3,5,9,247,2,-1,0,4,"no",1
"117",41,1,2,2,0,351,1,0,3,5,9,518,1,-1,0,4,"no",1
"118",33,5,3,3,0,-67,1,0,3,5,9,364,1,-1,0,4,"no",1
"119",59,5,1,3,0,262,0,0,3,5,9,178,1,-1,0,4,"no",1
"120",57,10,2,1,0,0,0,0,3,5,9,98,1,-1,0,4,"no",1
"121",56,10,1,4,0,56,1,0,3,5,9,439,1,-1,0,4,"no",1
"122",51,2,2,2,0,26,1,0,3,5,9,79,1,-1,0,4,"no",1
"123",34,1,2,4,0,3,1,0,3,5,9,120,3,-1,0,4,"no",1
"124",43,8,2,2,0,41,1,1,3,5,9,127,2,-1,0,4,"no",1
"125",52,10,2,3,0,7,0,1,3,5,9,175,1,-1,0,4,"no",1
"126",33,10,3,2,0,105,1,0,3,5,9,262,2,-1,0,4,"no",1
"127",29,1,3,2,0,818,1,1,3,5,9,61,1,-1,0,4,"no",1
"128",34,8,2,2,0,-16,1,1,3,5,9,78,1,-1,0,4,"no",1
"129",31,2,2,2,0,0,1,0,3,5,9,143,1,-1,0,4,"no",1
"130",55,8,2,2,0,2476,1,0,3,5,9,579,1,-1,0,4,"yes",2
"131",55,5,2,4,0,1185,0,0,3,5,9,677,1,-1,0,4,"no",1
"132",32,1,3,2,0,217,1,0,3,5,9,345,1,-1,0,4,"no",1
"133",38,10,3,2,0,1685,1,0,3,5,9,185,1,-1,0,4,"no",1
"134",55,1,3,2,0,802,1,1,3,5,9,100,2,-1,0,4,"no",1
"135",28,11,3,3,0,0,1,0,3,5,9,125,2,-1,0,4,"no",1
"136",23,2,2,2,0,94,1,0,3,5,9,193,1,-1,0,4,"no",1
"137",32,10,3,2,0,0,1,0,3,5,9,136,1,-1,0,4,"no",1
"138",43,8,3,4,0,0,0,0,3,5,9,73,1,-1,0,4,"no",1
"139",32,2,2,2,0,517,1,0,3,5,9,528,1,-1,0,4,"no",1
"140",46,2,2,2,0,265,1,0,3,5,9,541,1,-1,0,4,"no",1
"141",53,4,1,1,0,947,1,0,3,5,9,163,1,-1,0,4,"no",1
"142",34,7,3,2,0,3,1,0,3,5,9,301,1,-1,0,4,"no",1
"143",57,11,2,3,0,42,0,0,3,5,9,46,1,-1,0,4,"no",1
"144",37,2,2,2,0,37,1,0,3,5,9,204,1,-1,0,4,"no",1
"145",59,2,2,2,0,57,1,0,3,5,9,98,1,-1,0,4,"no",1
"146",33,8,2,2,0,22,1,0,3,5,9,71,1,-1,0,4,"no",1
"147",56,2,1,1,0,8,1,0,3,5,9,157,2,-1,0,4,"no",1
"148",48,11,2,2,0,293,1,0,3,5,9,243,1,-1,0,4,"no",1
"149",43,8,2,1,0,3,1,0,3,5,9,186,2,-1,0,4,"no",1
"150",54,2,2,1,0,348,1,0,3,5,9,579,2,-1,0,4,"no",1
"151",51,2,2,4,0,-19,1,0,3,5,9,163,2,-1,0,4,"no",1
"152",26,9,3,2,0,0,1,0,3,5,9,610,2,-1,0,4,"no",1
"153",40,5,2,3,0,-4,1,0,3,5,9,2033,1,-1,0,4,"no",1
"154",39,5,2,2,0,18,1,0,3,5,9,85,1,-1,0,4,"no",1
"155",50,10,2,1,0,139,0,0,3,5,9,114,2,-1,0,4,"no",1
"156",41,8,2,2,0,0,1,0,3,5,9,114,2,-1,0,4,"no",1
"157",51,2,2,4,0,1883,1,0,3,5,9,57,1,-1,0,4,"no",1
"158",60,6,1,2,0,216,1,0,3,5,9,238,1,-1,0,4,"no",1
"159",52,2,2,2,0,782,1,0,3,5,9,93,3,-1,0,4,"no",1
"160",48,2,2,2,0,904,1,0,3,5,9,128,2,-1,0,4,"no",1
"161",48,8,2,4,0,1705,1,0,3,5,9,107,1,-1,0,4,"no",1
"162",39,10,3,3,0,47,1,0,3,5,9,181,1,-1,0,4,"no",1
"163",47,8,3,2,0,176,1,0,3,5,9,303,2,-1,0,4,"no",1
"164",40,2,2,2,0,1225,1,0,3,5,9,558,5,-1,0,4,"no",1
"165",45,10,2,2,0,86,1,0,3,5,9,270,1,-1,0,4,"no",1
"166",26,1,3,2,0,82,1,0,3,5,9,228,1,-1,0,4,"no",1
"167",52,5,2,3,0,271,1,0,3,5,9,99,1,-1,0,4,"no",1
"168",54,10,2,2,0,1378,1,0,3,5,9,240,1,-1,0,4,"no",1
"169",54,1,2,3,0,184,0,0,3,5,9,673,2,-1,0,4,"yes",2
"170",50,2,2,1,0,0,0,0,3,5,9,233,3,-1,0,4,"no",1
"171",35,2,2,2,0,0,1,0,3,5,9,1056,1,-1,0,4,"no",1
"172",44,8,2,2,0,1357,1,1,3,5,9,250,1,-1,0,4,"no",1
"173",53,3,2,4,0,19,1,0,3,5,9,252,1,-1,0,4,"no",1
"174",35,6,3,1,0,434,0,0,3,5,9,138,1,-1,0,4,"no",1
"175",60,1,1,2,0,92,1,0,3,5,9,130,1,-1,0,4,"no",1
"176",53,1,1,2,0,1151,1,0,3,5,9,412,1,-1,0,4,"no",1
"177",48,11,2,2,0,41,1,0,3,5,9,179,2,-1,0,4,"no",1
"178",34,10,2,2,0,51,1,0,3,5,9,19,2,-1,0,4,"no",1
"179",54,8,2,2,0,214,1,0,3,5,9,458,2,-1,0,4,"no",1
"180",51,5,2,2,0,1161,1,0,3,5,9,717,1,-1,0,4,"no",1
"181",31,8,2,3,0,37,1,0,3,5,9,313,1,-1,0,4,"no",1
"182",35,10,1,2,0,787,1,0,3,5,9,683,2,-1,0,4,"no",1
"183",35,8,2,2,0,59,1,0,3,5,9,1077,1,-1,0,4,"no",1
"184",38,10,2,2,0,253,1,0,3,5,9,416,1,-1,0,4,"no",1
"185",36,1,2,3,0,211,1,0,3,5,9,146,2,-1,0,4,"no",1
"186",58,6,2,1,0,235,1,0,3,5,9,167,1,-1,0,4,"no",1
"187",40,8,1,4,0,4384,1,0,3,5,9,315,1,-1,0,4,"no",1
"188",54,5,2,2,0,4080,0,0,3,5,9,140,1,-1,0,4,"no",1
"189",34,2,3,2,0,53,1,1,3,5,9,346,1,-1,0,4,"no",1
"190",31,5,3,3,0,0,1,0,3,5,9,562,1,-1,0,4,"no",1
"191",51,6,2,2,0,2127,1,0,3,5,9,172,1,-1,0,4,"no",1
"192",33,5,2,3,0,377,1,0,3,5,9,217,1,-1,0,4,"no",1
"193",55,5,2,3,0,73,1,0,3,5,9,142,2,-1,0,4,"no",1
"194",42,1,2,2,0,445,1,0,3,5,9,67,1,-1,0,4,"no",1
"195",34,2,2,2,0,243,1,0,3,5,9,291,1,-1,0,4,"no",1
"196",33,2,3,2,0,307,1,0,3,5,9,309,2,-1,0,4,"no",1
"197",38,8,2,2,0,155,1,0,3,5,9,248,1,-1,0,4,"no",1
"198",50,10,1,3,0,173,0,1,3,5,9,98,1,-1,0,4,"no",1
"199",43,5,2,3,0,400,1,0,3,5,9,256,1,-1,0,4,"no",1
"200",61,2,1,1,0,1428,1,0,3,5,9,82,2,-1,0,4,"no",1
"201",47,1,2,2,0,219,1,0,3,5,9,577,1,-1,0,4,"no",1
"202",48,7,2,3,0,7,1,0,3,5,9,286,1,-1,0,4,"no",1
"203",44,2,2,2,0,575,1,0,3,5,9,477,1,-1,0,4,"no",1
"204",35,9,3,4,0,298,1,0,3,5,9,611,2,-1,0,4,"no",1
"205",35,8,2,2,0,0,1,0,3,5,9,471,1,-1,0,4,"no",1
"206",50,8,2,2,0,5699,1,0,3,5,9,381,2,-1,0,4,"no",1
"207",41,5,2,3,0,176,1,1,3,5,9,42,1,-1,0,4,"no",1
"208",41,5,2,3,0,517,1,0,3,5,9,251,1,-1,0,4,"no",1
"209",39,8,3,4,0,257,1,0,3,5,9,408,1,-1,0,4,"no",1
"210",42,6,2,2,0,56,1,0,3,5,9,215,1,-1,0,4,"no",1
"211",38,2,2,2,0,-390,1,0,3,5,9,287,1,-1,0,4,"no",1
"212",53,6,2,2,0,330,1,0,3,5,9,216,2,-1,0,4,"no",1
"213",59,4,1,1,0,195,0,0,3,5,9,366,2,-1,0,4,"no",1
"214",36,8,2,2,0,301,1,0,3,5,9,210,1,-1,0,4,"no",1
"215",54,2,2,1,0,-41,1,0,3,5,9,288,1,-1,0,4,"no",1
"216",40,10,2,3,0,483,1,0,3,5,9,168,1,-1,0,4,"no",1
"217",47,12,2,4,0,28,0,0,3,5,9,338,2,-1,0,4,"no",1
"218",53,11,2,4,0,13,0,0,3,5,9,410,3,-1,0,4,"no",1
"219",46,4,2,1,0,965,0,0,3,5,9,177,1,-1,0,4,"no",1
"220",39,5,2,3,0,378,1,1,3,5,9,127,2,-1,0,4,"no",1
"221",40,11,2,2,0,219,1,0,3,5,9,357,1,-1,0,4,"no",1
"222",28,2,2,1,0,324,1,0,3,5,9,175,1,-1,0,4,"no",1
"223",35,3,1,2,0,-69,1,0,3,5,9,300,1,-1,0,4,"no",1
"224",55,6,2,2,0,0,0,1,3,5,9,136,1,-1,0,4,"no",1
"225",43,10,1,4,0,205,1,0,3,5,9,1419,1,-1,0,4,"no",1
"226",48,2,2,1,0,278,1,0,3,5,9,125,2,-1,0,4,"no",1
"227",58,5,2,4,0,1065,1,0,3,5,9,213,3,-1,0,4,"no",1
"228",33,5,3,3,0,34,1,0,3,5,9,27,1,-1,0,4,"no",1
"229",36,2,2,4,0,1033,0,0,3,5,9,238,2,-1,0,4,"no",1
"230",53,8,1,2,0,1467,1,0,3,5,9,124,1,-1,0,4,"no",1
"231",47,2,2,1,0,-12,1,0,3,5,9,18,1,-1,0,4,"no",1
"232",31,8,2,2,0,388,1,0,3,5,9,730,2,-1,0,4,"no",1
"233",57,3,2,2,0,294,1,0,3,5,9,746,2,-1,0,4,"no",1
"234",53,2,2,4,0,1827,0,0,3,5,9,121,1,-1,0,4,"no",1
"235",55,2,2,1,0,627,1,0,3,5,9,247,1,-1,0,4,"no",1
"236",45,2,2,1,0,25,1,0,3,5,9,40,1,-1,0,4,"no",1
"237",53,1,1,2,0,315,1,0,3,5,9,181,2,-1,0,4,"no",1
"238",37,2,2,1,0,0,1,0,3,5,9,79,1,-1,0,4,"no",1
"239",44,1,1,2,0,66,1,0,3,5,9,206,1,-1,0,4,"no",1
"240",49,2,1,1,0,-9,1,1,3,5,9,389,1,-1,0,4,"no",1
"241",46,10,2,2,0,349,1,1,3,5,9,127,1,-1,0,4,"no",1
"242",43,3,2,4,0,100,1,0,3,5,9,702,1,-1,0,4,"no",1
"243",38,1,2,2,0,0,0,0,3,5,9,151,1,-1,0,4,"no",1
"244",43,10,2,2,0,434,1,0,3,5,9,117,1,-1,0,4,"no",1
"245",49,5,2,3,0,3237,1,0,3,5,9,232,3,-1,0,4,"no",1
"246",42,5,2,4,0,275,0,0,3,5,9,408,2,-1,0,4,"no",1
"247",22,2,3,2,0,0,1,0,3,5,9,179,2,-1,0,4,"no",1
"248",40,5,2,3,0,207,1,0,3,5,9,39,1,-1,0,4,"no",1
"249",39,2,2,2,0,483,1,0,3,5,9,282,1,-1,0,4,"no",1
"250",51,8,2,2,0,2248,1,0,3,5,9,714,2,-1,0,4,"no",1
"251",49,1,2,2,0,428,1,0,3,5,9,50,1,-1,0,4,"no",1
"252",53,2,2,2,0,0,1,1,3,5,9,181,1,-1,0,4,"no",1
"253",34,8,3,2,0,0,1,0,3,5,9,142,1,-1,0,4,"no",1
"254",33,10,1,2,0,140,1,0,3,5,9,227,1,-1,0,4,"no",1
"255",50,5,3,3,0,297,1,0,3,5,9,119,1,-1,0,4,"no",1
"256",39,2,2,1,0,279,1,0,3,5,9,361,1,-1,0,4,"no",1
"257",59,3,1,2,0,901,1,0,3,5,9,73,3,-1,0,4,"no",1
"258",30,10,3,2,0,2573,1,0,3,5,9,67,2,-1,0,4,"no",1
"259",36,8,2,2,0,143,1,1,3,5,9,350,1,-1,0,4,"no",1
"260",40,2,2,2,0,475,1,0,3,5,9,332,2,-1,0,4,"no",1
"261",53,2,2,2,0,70,1,0,3,5,9,611,2,-1,0,4,"no",1
"262",34,5,3,3,0,318,1,0,3,5,9,113,2,-1,0,4,"no",1
"263",37,10,2,2,0,275,1,0,3,5,9,132,1,-1,0,4,"no",1
"264",42,5,1,3,0,742,1,0,3,5,9,58,3,-1,0,4,"no",1
"265",41,3,2,1,0,236,1,0,3,5,9,151,1,-1,0,4,"no",1
"266",30,9,3,3,0,25,1,0,3,5,9,89,2,-1,0,4,"no",1
"267",37,5,3,3,0,600,1,0,3,5,9,152,1,-1,0,4,"no",1
"268",39,1,1,2,0,-349,1,0,3,5,9,611,2,-1,0,4,"no",1
"269",41,2,2,1,0,183,1,1,3,5,9,110,2,-1,0,4,"no",1
"270",40,2,2,1,0,0,1,0,3,5,9,463,1,-1,0,4,"no",1
"271",42,5,3,3,0,0,1,1,3,5,9,562,2,-1,0,4,"yes",2
"272",40,2,1,1,0,0,1,0,3,5,9,962,1,-1,0,4,"no",1
"273",57,10,2,2,0,1078,1,0,3,5,9,10,4,-1,0,4,"no",1
"274",56,3,1,2,0,155,0,0,3,5,9,118,3,-1,0,4,"no",1
"275",37,1,2,2,0,190,1,0,3,5,9,92,2,-1,0,4,"no",1
"276",59,6,2,2,0,319,1,0,3,5,9,143,3,-1,0,4,"no",1
"277",39,8,1,2,0,-185,1,0,3,5,9,189,3,-1,0,4,"no",1
"278",49,8,2,2,0,47,0,0,3,5,9,234,2,-1,0,4,"no",1
"279",38,8,3,2,0,570,1,0,3,5,9,75,2,-1,0,4,"no",1
"280",36,7,2,3,0,19,0,0,3,5,9,189,2,-1,0,4,"no",1
"281",50,2,2,1,0,61,1,0,3,5,9,621,3,-1,0,4,"no",1
"282",41,1,2,2,0,-62,1,1,3,5,9,55,2,-1,0,4,"no",1
"283",54,10,2,3,0,258,0,0,3,5,9,310,4,-1,0,4,"no",1
"284",58,2,2,1,0,76,1,0,3,5,9,156,2,-1,0,4,"no",1
"285",30,2,3,2,0,0,1,0,3,5,9,5,2,-1,0,4,"no",1
"286",33,1,3,2,0,352,1,0,3,5,9,225,2,-1,0,4,"no",1
"287",47,1,2,2,0,368,1,0,3,5,9,125,2,-1,0,4,"no",1
"288",50,10,3,3,0,339,1,0,3,5,9,2,3,-1,0,4,"no",1
"289",32,2,2,2,0,1331,1,0,3,5,9,286,2,-1,0,4,"no",1
"290",40,7,2,2,0,672,1,0,3,5,9,164,2,-1,0,4,"no",1
"291",37,5,2,3,0,58,1,0,3,5,9,98,2,-1,0,4,"no",1
"292",54,10,3,4,0,447,1,0,3,5,9,742,2,-1,0,4,"no",1
"293",24,9,3,2,0,423,1,0,3,5,9,226,3,-1,0,4,"no",1
"294",54,5,2,3,0,0,0,0,3,5,9,120,2,-1,0,4,"no",1
"295",34,10,2,2,0,19,1,0,3,5,9,362,4,-1,0,4,"no",1
"296",56,10,1,1,0,13,1,0,3,5,9,357,2,-1,0,4,"no",1
"297",31,2,3,2,0,3,1,0,3,5,9,200,2,-1,0,4,"no",1
"298",24,9,3,2,0,82,1,0,3,5,9,204,2,-1,0,4,"no",1
"299",42,2,1,1,0,28,1,0,3,5,9,126,3,-1,0,4,"no",1
"300",57,10,2,2,0,792,1,0,3,5,9,65,2,-1,0,4,"no",1
"301",42,2,2,4,0,408,1,0,3,5,9,107,2,-1,0,4,"no",1
"302",51,1,2,2,0,531,1,0,3,5,9,267,2,-1,0,4,"no",1
"303",57,6,2,2,0,211,1,0,3,5,9,248,2,-1,0,4,"no",1
"304",36,8,3,2,0,62,1,0,3,5,9,215,2,-1,0,4,"no",1
"305",53,8,2,4,0,257,1,0,3,5,9,209,2,-1,0,4,"no",1
"306",50,10,2,2,0,1234,1,0,3,5,9,205,2,-1,0,4,"no",1
"307",54,5,2,3,0,313,1,0,3,5,9,83,2,-1,0,4,"no",1
"308",55,2,2,2,0,89,1,0,3,5,9,106,3,-1,0,4,"no",1
"309",44,2,2,2,0,129,1,1,3,5,9,189,2,-1,0,4,"no",1
"310",43,5,2,4,0,0,1,0,3,5,9,105,2,-1,0,4,"no",1
"311",56,1,2,2,0,353,1,0,3,5,9,106,2,-1,0,4,"no",1
"312",54,10,2,4,0,851,1,0,3,5,9,108,2,-1,0,4,"no",1
"313",55,8,1,1,0,96,1,1,3,5,9,311,2,-1,0,4,"no",1
"314",37,8,1,2,0,398,1,1,3,5,9,214,2,-1,0,4,"no",1
"315",33,1,3,3,0,193,0,0,3,5,9,132,2,-1,0,4,"no",1
"316",46,1,2,2,0,-358,1,0,3,5,9,358,2,-1,0,4,"no",1
"317",36,2,2,2,0,539,1,1,3,5,9,453,2,-1,0,4,"no",1
"318",51,10,3,2,0,0,1,0,3,5,9,364,2,-1,0,4,"no",1
"319",40,6,3,1,0,0,0,0,3,5,9,136,2,-1,0,4,"no",1
"320",42,2,2,2,0,490,1,0,3,5,9,386,2,-1,0,4,"no",1
"321",51,2,2,2,0,0,1,0,3,5,9,173,2,-1,0,4,"no",1
"322",49,2,2,4,0,403,1,0,3,5,9,241,2,-1,0,4,"no",1
"323",48,5,2,2,0,161,1,0,3,5,9,224,3,-1,0,4,"no",1
"324",32,10,1,3,0,2558,0,0,3,5,9,148,2,-1,0,4,"no",1
"325",31,1,3,2,0,98,1,0,3,5,9,196,2,-1,0,4,"no",1
"326",55,5,3,3,0,115,0,0,3,5,9,111,4,-1,0,4,"no",1
"327",40,2,3,2,0,436,1,0,3,5,9,231,3,-1,0,4,"no",1
"328",47,10,2,3,0,831,1,0,3,5,9,316,3,-1,0,4,"no",1
"329",57,10,2,4,0,206,1,0,3,5,9,216,3,-1,0,4,"no",1
"330",41,2,2,2,0,290,1,0,3,5,9,240,2,-1,0,4,"no",1
"331",48,2,2,2,0,1,0,0,3,5,9,669,3,-1,0,4,"no",1
"332",42,2,2,4,0,57,1,0,3,5,9,425,2,-1,0,4,"no",1
"333",30,2,3,2,0,-457,1,0,3,5,9,143,2,-1,0,4,"no",1
"334",58,5,3,3,0,1387,1,0,3,5,9,174,5,-1,0,4,"no",1
"335",45,5,1,3,0,24598,1,0,3,5,9,313,3,-1,0,4,"no",1
"336",49,2,2,2,0,30,1,0,3,5,9,135,4,-1,0,4,"no",1
